client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,cluster,Cluster_Name,segment
C1553,Company,Horizon,Co,1989-12-27,M,USA,Utah,Home,4,No,Agency,37,1,C2,First-Time Buyers
C1554,Individual,Gregory,Cox,1998-04-03,M,Germany,Bavaria,Home,1,No,Website,28,0,C1,Global Investors
C1555,Individual,Julia,Martin,1945-12-25,F,UK,England,Home,5,No,Website,81,2,C3,Corporate Buyers
C1556,Individual,Grace,Wood,1981-12-20,F,USA,Colorado,Investment,2,No,Agency,45,0,C1,Global Investors
C1557,Individual,Joan,Griffin,1941-12-15,F,USA,New York,Home,2,Yes,Website,85,3,C4,Luxury Investors
C1558,Individual,Tyler,Phillips,1944-12-03,M,Mexico,Baja California,Home,4,No,Website,82,2,C3,Corporate Buyers
C1559,Individual,Sara,Mitchell,1974-12-27,F,UK,England,Home,2,No,Website,52,0,C1,Global Investors
C1560,Individual,Christina,Hughes,1939-12-15,F,USA,California,Home,4,Yes,Client,87,2,C3,Corporate Buyers
C1561,Individual,Jeffrey,Green,1963-12-28,M,Mexico,Nuevo Leon,Investment,5,No,Agency,63,2,C3,Corporate Buyers
C1562,Individual,Maria,Morris,1987-05-07,F,USA,California,Home,4,No,Client,39,1,C2,First-Time Buyers
C1563,Individual,Susan,Baker,1986-12-18,F,USA,Utah,Home,5,No,Website,40,1,C2,First-Time Buyers
C1564,Individual,Jason,Wood,1964-06-11,M,USA,Washington,Investment,5,No,Website,62,2,C3,Corporate Buyers
C1565,Individual,Kenneth,Bennett,1980-08-08,M,Mexico,Jalisco,Home,4,No,Agency,46,1,C2,First-Time Buyers
C1566,Individual,Anthony,Wilson,1995-01-01,M,USA,California,Home,3,No,Website,31,1,C2,First-Time Buyers
C1567,Individual,Frank,Wilson,1977-11-10,M,USA,Georgia,Home,4,No,Client,49,1,C2,First-Time Buyers
C1568,Individual,Betty,Owens,1990-06-03,F,USA,California,Home,5,No,Website,36,1,C2,First-Time Buyers
C1569,Individual,Pamela,Turner,1993-05-11,F,USA,California,Investment,1,Yes,Website,33,0,C1,Global Investors
C1570,Individual,Amanda,Williams,1962-12-27,F,USA,Ohio,Home,5,No,Website,64,2,C3,Corporate Buyers
C1571,Individual,Ethan,Morales,1978-03-06,M,USA,California,Home,2,No,Website,48,0,C1,Global Investors
C1572,Individual,Donald,Baker,1960-10-06,M,Australia,Queensland,Home,3,No,Agency,66,2,C3,Corporate Buyers
C1573,Individual,Amanda,Richardson,1946-07-05,F,USA,California,Home,1,No,Website,80,3,C4,Luxury Investors
C1574,Individual,Gary,Morris,1983-12-14,M,USA,California,Home,4,No,Website,43,1,C2,First-Time Buyers
C1575,Individual,Paul,Freeman,1999-12-19,M,USA,California,Home,2,No,Website,27,0,C1,Global Investors
C1576,Individual,Heather,Cook,1976-12-28,F,USA,Nevada,Investment,3,Yes,Website,50,1,C2,First-Time Buyers
C1577,Individual,Ethan,Edwards,1982-12-15,M,Germany,Bavaria,Home,3,No,Website,44,1,C2,First-Time Buyers
C1578,Individual,Mark,Turner,1996-12-03,M,USA,California,Investment,2,No,Website,30,0,C1,Global Investors
C1579,Individual,Robert,Bell,1945-03-10,M,USA,Arizona,Investment,4,No,Website,81,2,C3,Corporate Buyers
C1580,Individual,Jordan,Martin,1997-05-12,M,USA,Georgia,Investment,1,Yes,Website,29,0,C1,Global Investors
C1581,Individual,James,Reyes,1950-08-11,M,USA,California,Investment,1,No,Website,76,3,C4,Luxury Investors
C1582,Individual,Harold,Baker,1954-12-20,M,France,Ile-de-France,Home,4,Yes,Client,72,2,C3,Corporate Buyers
C1583,Individual,Peter,Scott,1968-03-01,M,USA,California,Home,2,No,Agency,58,3,C4,Luxury Investors
C1584,Company,Nexus,Co,1985-12-08,M,France,Brittany,Investment,1,Yes,Website,41,0,C1,Global Investors
C1585,Individual,Kevin,Watson,1960-10-10,M,Canada,Ontario,Home,5,No,Website,66,2,C3,Corporate Buyers
C1586,Individual,Carolyn,Roberts,1966-12-21,F,Germany,Berlin,Home,3,No,Website,60,2,C3,Corporate Buyers
C1587,Individual,Carl,Cooper,1943-02-12,M,Canada,Quebec,Investment,4,Yes,Agency,83,2,C3,Corporate Buyers
C1588,Individual,Patricia,Thomas,1979-12-25,F,USA,Utah,Investment,5,No,Website,47,1,C2,First-Time Buyers
C1589,Individual,Christina,Ward,1953-12-08,F,USA,California,Investment,4,No,Agency,73,2,C3,Corporate Buyers
C1590,Company,Elara,Co,1978-12-19,F,USA,Oregon,Home,1,No,Website,48,0,C1,Global Investors
C1591,Individual,Christine,Brooks,1970-12-15,F,USA,California,Investment,4,No,Website,56,1,C2,First-Time Buyers
C1592,Individual,Heather,Allen,1975-01-06,F,USA,Texas,Investment,2,Yes,Agency,51,0,C1,Global Investors
C1593,Individual,Anthony,Williams,1975-05-08,M,USA,California,Home,1,No,Website,51,0,C1,Global Investors
C1594,Individual,Kathleen,Green,1968-12-24,F,USA,Colorado,Home,2,No,Agency,58,3,C4,Luxury Investors
C1595,Individual,Charles,Reed,1954-12-20,M,USA,California,Home,5,No,Website,72,2,C3,Corporate Buyers
C1596,Individual,Frank,Hall,1979-10-11,M,Germany,Berlin,Investment,4,No,Website,47,1,C2,First-Time Buyers
C1597,Individual,Rachel,Cox,1948-12-28,F,USA,Nevada,Investment,4,Yes,Website,78,2,C3,Corporate Buyers
C1598,Individual,Angela,Adams,1939-12-23,F,USA,Georgia,Home,4,Yes,Agency,87,2,C3,Corporate Buyers
C1599,Individual,Stephanie,Thompson,1979-12-19,F,USA,Virginia,Investment,5,Yes,Website,47,1,C2,First-Time Buyers
C1600,Individual,Jennifer,Rogers,1967-12-13,F,Belgium,Wallonia,Home,5,No,Website,59,1,C2,First-Time Buyers
C1601,Individual,Tiffany,Parker,1995-12-13,F,Russia,Krasnodar Krai,Home,3,No,Website,31,1,C2,First-Time Buyers
C1602,Individual,Harold,Turner,1986-01-11,M,USA,Nevada,Investment,4,No,Website,40,1,C2,First-Time Buyers
C1603,Individual,Hannah,Rogers,1962-07-09,F,UK,England,Home,5,No,Website,64,2,C3,Corporate Buyers
C1604,Individual,Ronald,Kim,1949-10-09,M,USA,Texas,Home,4,No,Website,77,2,C3,Corporate Buyers
C1605,Individual,Joshua,Collins,1998-12-21,M,UK,England,Investment,4,Yes,Website,28,1,C2,First-Time Buyers
C1606,Individual,Zachary,Howard,1964-12-20,M,USA,Washington,Home,1,Yes,Agency,62,3,C4,Luxury Investors
C1607,Individual,Emma,Hall,1963-11-03,F,USA,California,Home,3,No,Agency,63,2,C3,Corporate Buyers
C1608,Individual,Heather,Pierce,1998-12-14,F,UK,England,Home,4,Yes,Website,28,1,C2,First-Time Buyers
C1609,Individual,Justin,Reed,1964-02-10,M,USA,California,Investment,2,No,Website,62,3,C4,Luxury Investors
C1610,Individual,Kenneth,White,1966-12-23,M,USA,California,Investment,3,No,Website,60,2,C3,Corporate Buyers
C1611,Individual,Sarah,Bryant,1975-02-09,F,USA,Nevada,Investment,4,No,Website,51,1,C2,First-Time Buyers
C1612,Individual,Jason,Price,1989-12-25,M,USA,California,Home,1,No,Agency,37,0,C1,Global Investors
C1613,Individual,Ryan,Griffin,1998-08-01,M,Denmark,Southern Denmark,Home,2,Yes,Agency,28,0,C1,Global Investors
C1614,Individual,Julie,Williams,1967-12-16,F,USA,Utah,Investment,4,No,Website,59,2,C3,Corporate Buyers
C1615,Individual,Jason,Mitchell,1963-01-08,M,USA,Utah,Home,5,No,Agency,63,2,C3,Corporate Buyers
C1616,Individual,Aaron,Nelson,1991-01-09,M,UK,Wales,Investment,5,Yes,Website,35,1,C2,First-Time Buyers
C1617,Individual,Michelle,Baker,1952-09-10,F,USA,California,Home,3,No,Website,74,2,C3,Corporate Buyers
C1618,Individual,Linda,Price,1961-12-22,F,USA,Washington,Home,2,Yes,Website,65,3,C4,Luxury Investors
C1619,Individual,Jason,Baker,1951-12-24,M,Belgium,Wallonia,Home,2,No,Website,75,3,C4,Luxury Investors
C1620,Individual,Jacob,Morales,1944-07-05,M,USA,California,Home,1,Yes,Website,82,3,C4,Luxury Investors
C1621,Individual,Carl,Wood,1953-12-15,M,USA,Oregon,Investment,2,No,Agency,73,3,C4,Luxury Investors
C1622,Individual,Angela,Taylor,1961-01-02,F,USA,Oregon,Home,1,Yes,Website,65,3,C4,Luxury Investors
C1623,Individual,Julia,Hall,1994-12-01,F,USA,Oregon,Home,4,No,Website,32,1,C2,First-Time Buyers
C1624,Individual,Jennifer,Stewart,1951-04-01,F,USA,California,Home,4,Yes,Website,75,2,C3,Corporate Buyers
C1625,Individual,Harold,Wright,2000-03-02,M,Australia,Western Australia,Home,4,No,Agency,26,1,C2,First-Time Buyers
C1626,Individual,Jennifer,Morales,1969-12-24,F,France,Provence,Home,2,Yes,Website,57,3,C4,Luxury Investors
C1627,Individual,David,Bryant,1972-12-14,M,USA,California,Investment,1,No,Website,54,0,C1,Global Investors
C1628,Company,Lumina,Co,1992-12-13,F,France,Normandy,Home,4,Yes,Website,34,1,C2,First-Time Buyers
C1629,Individual,Stephanie,Roberts,1955-12-26,F,USA,Utah,Home,5,No,Agency,71,2,C3,Corporate Buyers
C1630,Company,Grandis,Co,1994-06-05,F,USA,Virginia,Investment,1,Yes,Website,32,0,C1,Global Investors
C1631,Individual,Joan,Patterson,1966-12-03,F,UK,Northern Ireland,Home,5,No,Website,60,2,C3,Corporate Buyers
C1632,Individual,Victoria,Wright,1963-12-07,F,USA,California,Investment,3,Yes,Agency,63,2,C3,Corporate Buyers
C1633,Individual,Sara,Bennett,1977-03-07,F,Canada,Ontario,Home,2,No,Website,49,0,C1,Global Investors
C1634,Individual,Sara,King,1944-11-01,F,USA,Georgia,Investment,2,No,Website,82,3,C4,Luxury Investors
C1635,Individual,Lawrence,Moore,1947-12-27,M,France,Brittany,Home,1,No,Website,79,3,C4,Luxury Investors
C1636,Company,Zynex,Co,1987-10-01,F,USA,Arizona,Home,5,Yes,Website,39,1,C2,First-Time Buyers
C1637,Individual,Jacob,Cook,1969-11-02,M,Mexico,Nuevo Leon,Home,5,No,Agency,57,1,C2,First-Time Buyers
C1638,Individual,Cynthia,Peterson,1977-12-14,F,France,Occitanie,Investment,1,Yes,Agency,49,0,C1,Global Investors
C1639,Individual,Ronald,Smith,1942-12-26,M,USA,Colorado,Home,1,No,Website,84,3,C4,Luxury Investors
C1640,Individual,Helen,Adams,1966-04-11,F,USA,California,Home,1,Yes,Website,60,3,C4,Luxury Investors
C1641,Individual,Charles,Phillips,1971-12-14,M,USA,Utah,Home,1,No,Agency,55,0,C1,Global Investors
C1642,Individual,Maria,Adams,1980-12-20,F,Canada,British Columbia,Home,5,No,Website,46,1,C2,First-Time Buyers
C1643,Individual,Carl,Rogers,1978-09-01,M,France,Ile-de-France,Home,4,No,Agency,48,1,C2,First-Time Buyers
C1644,Individual,Megan,Freeman,1943-12-22,F,USA,California,Home,1,No,Client,83,3,C4,Luxury Investors
C1645,Individual,Shirley,Chavez,1995-08-02,F,Australia,New South Wales,Investment,1,No,Website,31,0,C1,Global Investors
C1646,Individual,Billy,Patterson,1998-10-06,M,USA,Washington,Investment,4,Yes,Agency,28,1,C2,First-Time Buyers
C1647,Individual,Paul,Stone,1944-12-25,M,USA,Ohio,Home,4,Yes,Agency,82,2,C3,Corporate Buyers
C1648,Individual,Julia,Wood,1948-12-21,F,Australia,New South Wales,Home,3,No,Website,78,2,C3,Corporate Buyers
C1649,Individual,Melissa,Price,1982-02-03,F,USA,Oregon,Home,4,Yes,Agency,44,1,C2,First-Time Buyers
C1650,Individual,Edward,Griffin,1969-01-04,M,USA,Washington,Investment,2,No,Website,57,3,C4,Luxury Investors
C1651,Individual,Ryan,Bell,1944-12-19,M,USA,California,Investment,4,No,Website,82,2,C3,Corporate Buyers
C1652,Individual,Paul,Weaver,1963-12-15,M,USA,Nevada,Investment,4,Yes,Client,63,2,C3,Corporate Buyers
C1653,Individual,Sara,White,1974-02-08,F,USA,Colorado,Investment,4,Yes,Website,52,1,C2,First-Time Buyers
C1654,Individual,Judith,Brooks,1968-05-04,F,USA,California,Home,1,No,Website,58,3,C4,Luxury Investors
C1655,Individual,Sara,Cox,1964-12-16,F,USA,Texas,Investment,2,No,Website,62,3,C4,Luxury Investors
C1656,Individual,Jacob,Baker,1991-05-05,M,Belgium,Wallonia,Investment,4,Yes,Website,35,1,C2,First-Time Buyers
C1657,Individual,Donald,Kim,1957-12-19,M,USA,California,Home,2,No,Website,69,3,C4,Luxury Investors
C1658,Individual,Ronald,Patterson,1970-07-08,M,USA,California,Home,5,No,Agency,56,1,C2,First-Time Buyers
C1659,Individual,Joshua,Thompson,1946-05-09,M,Denmark,Zealand,Home,4,No,Website,80,2,C3,Corporate Buyers
C1660,Individual,Henry,Richardson,1939-12-27,M,USA,Nevada,Home,4,Yes,Website,87,2,C3,Corporate Buyers
C1661,Individual,Ronald,Cox,1974-12-20,M,USA,Washington,Home,4,No,Agency,52,1,C2,First-Time Buyers
C1662,Individual,Gary,Montgomery,1966-12-16,M,Russia,Tatarstan,Home,4,No,Website,60,2,C3,Corporate Buyers
C1663,Individual,Joshua,Garcia,1976-12-13,M,USA,Colorado,Investment,3,No,Agency,50,1,C2,First-Time Buyers
C1664,Individual,Judith,Hayes,1968-12-25,F,France,Occitanie,Investment,5,No,Agency,58,1,C2,First-Time Buyers
C1665,Individual,Harold,Bell,1994-12-16,M,USA,Arizona,Home,5,No,Website,32,1,C2,First-Time Buyers
C1666,Individual,Brenda,Edwards,1962-08-09,F,USA,Ohio,Home,2,No,Website,64,3,C4,Luxury Investors
C1667,Individual,Stephanie,Cook,1966-12-14,F,USA,California,Investment,4,No,Agency,60,2,C3,Corporate Buyers
C1668,Individual,Scott,Green,1957-12-11,M,Australia,Victoria,Home,5,No,Website,69,2,C3,Corporate Buyers
C1669,Individual,Steven,Collins,1960-07-04,M,Canada,Alberta,Investment,3,Yes,Agency,66,2,C3,Corporate Buyers
C1670,Individual,Angela,Watson,1970-09-12,F,USA,Colorado,Home,3,Yes,Website,56,3,C4,Luxury Investors
C1671,Individual,Ashley,Howard,1947-12-13,F,USA,California,Home,3,No,Agency,79,2,C3,Corporate Buyers
C1672,Individual,Jacqueline,Morales,1974-09-04,F,USA,Nevada,Investment,4,No,Website,52,1,C2,First-Time Buyers
C1673,Individual,Katherine,Martin,1992-04-03,F,USA,Washington,Home,1,Yes,Website,34,0,C1,Global Investors
C1674,Individual,Emily,Jackson,1940-12-22,F,USA,California,Home,5,Yes,Website,86,2,C3,Corporate Buyers
C1675,Individual,Emma,Reyes,1985-08-04,F,Canada,Alberta,Investment,5,No,Website,41,1,C2,First-Time Buyers
C1676,Individual,Amy,Allen,1998-12-19,F,USA,Washington,Home,2,No,Website,28,0,C1,Global Investors
C1677,Individual,Kevin,Thomas,1963-12-20,M,USA,Texas,Home,1,Yes,Website,63,3,C4,Luxury Investors
C1678,Individual,Gary,Sanders,1961-06-03,M,USA,California,Home,1,Yes,Agency,65,3,C4,Luxury Investors
C1679,Individual,Christina,Nelson,1985-12-28,F,USA,Nevada,Investment,4,No,Website,41,1,C2,First-Time Buyers
C1680,Individual,Danielle,Howard,1998-12-25,F,USA,California,Investment,4,No,Agency,28,1,C2,First-Time Buyers
C1681,Individual,Carl,Alexander,1960-12-27,M,USA,Oregon,Home,3,Yes,Client,66,2,C3,Corporate Buyers
C1682,Individual,Amanda,Brooks,1987-11-04,F,USA,Nevada,Home,2,No,Website,39,0,C1,Global Investors
C1683,Individual,Amber,Patterson,1998-12-19,F,USA,Oregon,Investment,1,No,Client,28,0,C1,Global Investors
C1684,Individual,Grace,Cooper,1977-01-07,F,USA,Colorado,Investment,4,No,Website,49,1,C2,First-Time Buyers
C1685,Individual,Kathleen,Parker,1976-12-16,F,USA,California,Home,5,No,Agency,50,1,C2,First-Time Buyers
C1686,Individual,David,Howard,1976-12-25,M,USA,California,Investment,2,Yes,Agency,50,0,C1,Global Investors
C1687,Individual,Eric,Anderson,1966-12-15,M,USA,California,Home,4,Yes,Website,60,2,C3,Corporate Buyers
C1688,Individual,Amanda,Flores,1995-12-28,F,USA,Oregon,Home,5,No,Client,31,1,C2,First-Time Buyers
C1689,Individual,Virginia,King,1984-12-26,F,USA,Oregon,Investment,1,Yes,Client,42,0,C1,Global Investors
C1690,Individual,Terry,Martin,1950-12-18,M,Denmark,North Denmark,Home,2,Yes,Agency,76,3,C4,Luxury Investors
C1691,Individual,Robert,Reed,1945-12-25,M,USA,Arizona,Home,5,No,Website,81,2,C3,Corporate Buyers
C1692,Individual,Joseph,Patterson,1991-08-03,M,Canada,Ontario,Home,5,Yes,Agency,35,1,C2,First-Time Buyers
C1693,Individual,Donald,Turner,1989-12-20,M,Belgium,Flanders,Home,1,No,Website,37,0,C1,Global Investors
C1694,Individual,Gloria,Foster,1956-12-18,F,USA,Virginia,Home,5,No,Agency,70,2,C3,Corporate Buyers
C1695,Individual,Tiffany,Peterson,1954-12-13,F,Belgium,Flanders,Home,5,No,Website,72,2,C3,Corporate Buyers
C1696,Individual,Emily,Jones,1986-12-20,F,USA,Florida,Home,1,No,Website,40,0,C1,Global Investors
C1697,Individual,Maria,Brown,1980-07-08,F,Belgium,Brussels,Home,2,No,Client,46,0,C1,Global Investors
C1698,Individual,Zachary,Stone,1950-05-12,M,UK,Northern Ireland,Home,4,Yes,Website,76,2,C3,Corporate Buyers
C1699,Individual,Peter,Phillips,1968-12-15,M,Australia,Western Australia,Home,3,Yes,Agency,58,2,C3,Corporate Buyers
C1700,Individual,Nicholas,Young,1943-04-11,M,USA,Nevada,Home,3,No,Website,83,2,C3,Corporate Buyers
C1701,Individual,Karen,Montgomery,1981-12-27,F,USA,Arizona,Home,1,No,Website,45,0,C1,Global Investors
C1702,Individual,Frank,Alexander,1990-04-01,M,USA,Washington,Investment,5,Yes,Website,36,1,C2,First-Time Buyers
C1703,Individual,Gerald,Cox,1998-12-13,M,USA,Texas,Investment,4,No,Agency,28,1,C2,First-Time Buyers
C1704,Individual,Susan,Flores,1962-12-15,F,Denmark,Capital Region,Home,4,No,Agency,64,2,C3,Corporate Buyers
C1705,Individual,Kenneth,Howard,1978-12-23,M,USA,Virginia,Investment,3,Yes,Website,48,1,C2,First-Time Buyers
C1706,Individual,Matthew,Jordan,1975-12-13,M,USA,California,Home,3,Yes,Website,51,1,C2,First-Time Buyers
C1707,Individual,Adam,Allen,1972-12-19,M,USA,Georgia,Home,1,Yes,Website,54,0,C1,Global Investors
C1708,Individual,Andrea,Wilson,1986-06-08,F,Germany,Hesse,Home,1,Yes,Agency,40,0,C1,Global Investors
C1709,Individual,Danielle,Cox,1946-09-08,F,USA,Arizona,Investment,3,No,Agency,80,2,C3,Corporate Buyers
C1710,Individual,Joe,Flores,1956-12-26,M,Canada,Alberta,Investment,2,Yes,Website,70,3,C4,Luxury Investors
C1711,Individual,Debra,Hayes,1980-12-24,F,USA,California,Investment,3,Yes,Website,46,1,C2,First-Time Buyers
C1712,Individual,Ryan,Turner,1971-04-03,M,France,Occitanie,Home,5,No,Website,55,1,C2,First-Time Buyers
C1713,Individual,Julia,Cook,1981-08-02,F,USA,Oregon,Home,1,No,Website,45,0,C1,Global Investors
C1714,Individual,Nathan,Brooks,1948-05-07,M,USA,Colorado,Home,3,No,Website,78,2,C3,Corporate Buyers
C1715,Individual,Hannah,Watson,1962-12-13,F,USA,Florida,Home,3,Yes,Agency,64,2,C3,Corporate Buyers
C1716,Individual,Michelle,Montgomery,1979-12-13,F,USA,California,Home,1,No,Website,47,0,C1,Global Investors
C1717,Individual,Martha,Thomas,1940-12-21,F,USA,California,Home,4,Yes,Website,86,2,C3,Corporate Buyers
C1718,Individual,Janet,Peterson,1995-06-01,F,USA,California,Home,1,No,Website,31,0,C1,Global Investors
C1719,Company,Halcyon,Co,1960-10-05,M,USA,Florida,Home,2,No,Agency,66,3,C4,Luxury Investors
C1720,Individual,Danielle,Kim,1996-10-10,F,USA,California,Home,5,Yes,Website,30,1,C2,First-Time Buyers
C1721,Individual,Carl,Weaver,1986-10-12,M,USA,Nevada,Home,2,No,Agency,40,0,C1,Global Investors
C1722,Individual,Jacqueline,Morris,1981-12-23,F,USA,Nevada,Home,3,No,Website,45,1,C2,First-Time Buyers
C1723,Individual,Carol,Allen,1998-02-02,F,Canada,Quebec,Home,2,Yes,Agency,28,0,C1,Global Investors
C1724,Individual,Justin,Cook,1955-12-19,M,USA,Virginia,Home,4,No,Website,71,2,C3,Corporate Buyers
C1725,Individual,Sharon,Patterson,1959-12-01,F,USA,Nevada,Home,3,Yes,Website,67,2,C3,Corporate Buyers
C1726,Individual,Diane,Scott,1947-12-15,F,UK,Northern Ireland,Home,3,No,Website,79,2,C3,Corporate Buyers
C1727,Individual,Katherine,Morales,1945-06-12,F,USA,New York,Home,3,No,Website,81,2,C3,Corporate Buyers
C1728,Individual,Kimberly,Garcia,1944-08-03,F,USA,Oregon,Home,3,Yes,Client,82,2,C3,Corporate Buyers
C1729,Individual,Robert,Richardson,1954-12-26,M,Canada,British Columbia,Home,3,Yes,Website,72,2,C3,Corporate Buyers
C1730,Individual,Jeffrey,Young,1978-12-22,M,Mexico,Puebla,Investment,5,Yes,Agency,48,1,C2,First-Time Buyers
C1731,Individual,Nathan,Garcia,1970-12-19,M,USA,California,Home,4,Yes,Website,56,1,C2,First-Time Buyers
C1732,Individual,Megan,Wilson,1969-12-15,F,Canada,Alberta,Investment,2,No,Agency,57,3,C4,Luxury Investors
C1733,Individual,Helen,Jones,1947-12-22,F,USA,California,Home,3,Yes,Agency,79,2,C3,Corporate Buyers
C1734,Individual,Zachary,Roberts,1974-12-14,M,USA,California,Home,5,No,Website,52,1,C2,First-Time Buyers
C1735,Individual,Amber,Miller,1969-07-10,F,USA,Utah,Investment,3,No,Website,57,3,C4,Luxury Investors
C1736,Individual,Ann,Cook,1988-12-21,F,USA,California,Investment,4,Yes,Website,38,1,C2,First-Time Buyers
C1737,Individual,Jennifer,Jackson,1991-12-24,F,USA,California,Investment,3,No,Website,35,1,C2,First-Time Buyers
C1738,Individual,Sharon,Hall,1976-12-25,F,USA,California,Home,5,No,Website,50,1,C2,First-Time Buyers
C1739,Individual,Steven,Smith,1984-12-25,M,Russia,Novosibirsk,Investment,3,Yes,Website,42,1,C2,First-Time Buyers
C1740,Individual,Ashley,Alexander,1950-12-15,F,USA,California,Home,5,Yes,Website,76,2,C3,Corporate Buyers
C1741,Individual,Alexander,Wright,1975-12-18,M,USA,Virginia,Home,5,No,Website,51,1,C2,First-Time Buyers
C1742,Company,Crestwood,Co,1987-12-14,F,USA,California,Home,5,No,Agency,39,1,C2,First-Time Buyers
C1743,Individual,Linda,Bell,1945-12-26,F,Belgium,Flanders,Home,1,No,Client,81,3,C4,Luxury Investors
C1744,Individual,Brian,Green,1960-12-16,M,Russia,Krasnodar Krai,Investment,1,No,Website,66,3,C4,Luxury Investors
C1745,Individual,Ann,Sanders,1975-12-21,F,USA,California,Home,1,No,Website,51,0,C1,Global Investors
C1746,Individual,Jennifer,Cox,1958-12-14,F,Belgium,Flanders,Home,3,No,Website,68,2,C3,Corporate Buyers
C1747,Individual,Bryan,Flores,1964-12-19,M,USA,Colorado,Home,5,No,Client,62,2,C3,Corporate Buyers
C1748,Individual,Albert,Jones,1950-11-11,M,USA,California,Home,4,Yes,Website,76,2,C3,Corporate Buyers
C1749,Individual,Brandon,Moore,1955-12-27,M,USA,California,Home,3,No,Website,71,2,C3,Corporate Buyers
C1750,Company,Stratos,Co,1991-12-01,M,USA,Colorado,Home,3,No,Website,35,1,C2,First-Time Buyers
C1751,Individual,Christine,Scott,1954-12-28,F,USA,Ohio,Home,5,No,Website,72,2,C3,Corporate Buyers
C1752,Individual,Jonathan,Cook,1980-06-02,M,USA,California,Investment,1,Yes,Website,46,0,C1,Global Investors
C1753,Individual,Arthur,Peterson,1944-12-18,M,USA,Georgia,Investment,3,Yes,Website,82,2,C3,Corporate Buyers
C1754,Individual,Frank,Gray,1995-11-11,M,USA,Virginia,Home,2,Yes,Website,31,0,C1,Global Investors
C1755,Individual,Mark,Griffin,1997-12-26,M,USA,Nevada,Home,1,Yes,Website,29,0,C1,Global Investors
C1756,Individual,Daniel,Cook,1989-12-21,M,USA,Utah,Home,1,No,Website,37,0,C1,Global Investors
C1757,Individual,Brian,Hayes,1985-01-07,M,Germany,Bavaria,Home,3,No,Client,41,1,C2,First-Time Buyers
C1758,Individual,Carl,Pierce,1984-12-14,M,USA,Oregon,Investment,4,Yes,Agency,42,1,C2,First-Time Buyers
C1759,Individual,Jose,Stone,1974-10-10,M,USA,California,Investment,1,No,Website,52,0,C1,Global Investors
C1760,Individual,Mary,Harris,1975-07-10,F,Belgium,Brussels,Home,2,No,Website,51,0,C1,Global Investors
C1761,Individual,Nicholas,Thompson,1955-08-01,M,USA,Washington,Home,1,No,Website,71,3,C4,Luxury Investors
C1762,Individual,Larry,Harris,1963-12-21,M,USA,Virginia,Home,1,No,Website,63,3,C4,Luxury Investors
C1763,Individual,Kimberly,Young,1953-12-26,F,USA,New York,Home,3,No,Website,73,2,C3,Corporate Buyers
C1764,Individual,Kelly,Baker,1946-05-11,F,USA,Nevada,Home,2,No,Agency,80,3,C4,Luxury Investors
C1765,Individual,Pamela,Reyes,1997-01-05,F,USA,Colorado,Home,1,Yes,Client,29,0,C1,Global Investors
C1766,Individual,Sharon,Bennett,1993-05-05,F,USA,California,Home,4,No,Website,33,1,C2,First-Time Buyers
C1767,Individual,Joe,Sanders,1977-12-21,M,USA,Colorado,Home,3,No,Website,49,1,C2,First-Time Buyers
C1768,Individual,Cynthia,Hughes,1943-01-03,F,Russia,Saint Petersburg,Home,4,No,Website,83,2,C3,Corporate Buyers
C1769,Company,Forsyte,Co,1984-12-22,M,USA,Oregon,Home,1,Yes,Client,42,0,C1,Global Investors
C1770,Individual,Betty,Parker,1944-12-17,F,USA,Washington,Home,1,Yes,Agency,82,3,C4,Luxury Investors
C1771,Company,Atlas,Co,1974-12-22,M,USA,Georgia,Home,3,Yes,Client,52,1,C2,First-Time Buyers
C1772,Company,Forsyte,Co,1974-12-13,F,Canada,Alberta,Investment,5,Yes,Agency,52,1,C2,First-Time Buyers
C1773,Individual,Kenneth,Williams,1979-12-25,M,USA,Nevada,Investment,3,Yes,Agency,47,1,C2,First-Time Buyers
C1774,Individual,Frank,James,1983-12-26,M,USA,Oregon,Home,4,No,Agency,43,1,C2,First-Time Buyers
C1775,Individual,Betty,Howard,1970-07-10,F,USA,California,Home,3,No,Agency,56,3,C4,Luxury Investors
C1776,Individual,Martha,Mitchell,1973-01-09,F,France,Occitanie,Home,1,No,Website,53,0,C1,Global Investors
C1777,Individual,Jason,Long,1973-12-24,M,USA,California,Investment,5,No,Client,53,1,C2,First-Time Buyers
C1778,Individual,Jeffrey,Cox,1994-09-01,M,USA,Georgia,Investment,4,Yes,Website,32,1,C2,First-Time Buyers
C1779,Individual,Sharon,Thomas,1978-12-20,F,USA,California,Home,5,No,Client,48,1,C2,First-Time Buyers
C1780,Individual,Richard,Patterson,1955-12-18,M,USA,Utah,Investment,1,No,Website,71,3,C4,Luxury Investors
C1781,Individual,Betty,Thomas,1968-08-10,F,USA,California,Home,4,No,Website,58,2,C3,Corporate Buyers
C1782,Individual,Ann,King,1999-04-12,F,UK,England,Investment,1,No,Website,27,0,C1,Global Investors
C1783,Individual,Jacob,Garcia,1954-07-03,M,USA,California,Home,3,No,Website,72,2,C3,Corporate Buyers
C1784,Individual,Albert,Moore,1997-12-24,M,Australia,Western Australia,Home,3,No,Client,29,1,C2,First-Time Buyers
