client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel
C0938,Individual,William,Chavez,08-05-1963,M,Russia,Krasnodar Krai,Home,4,No,Website
C0939,Individual,Anna,Alexander,02-02-1978,F,Belgium,Brussels,Investment,1,No,Website
C0940,Individual,Kyle,Bell,12-19-1984,M,USA,Virginia,Investment,5,No,Website
C0941,Individual,Grace,Moore,12-17-1954,F,Mexico,Jalisco,Home,1,No,Agency
C0942,Individual,Joan,Jackson,12-14-1990,F,USA,California,Home,1,No,Website
C0943,Individual,Karen,Cox,12-13-1956,F,Canada,Manitoba,Investment,5,No,Website
C0944,Individual,Virginia,Hughes,12-24-1955,F,USA,Florida,Home,2,No,Website
C0945,Individual,Emily,Hayes,04-09-1945,F,France,Provence,Home,4,No,Website
C0946,Individual,Ashley,Weaver,04-07-1946,F,USA,Nevada,Investment,3,Yes,Agency
C0947,Individual,Samantha,Cox,12-16-1980,F,USA,Texas,Home,2,No,Website
C0948,Individual,Emma,Nelson,12-16-1988,F,USA,California,Investment,3,Yes,Website
C0949,Individual,Julia,Price,12-26-1942,F,USA,Colorado,Investment,5,Yes,Client
C0950,Individual,Christina,Price,11-12-1991,F,USA,Texas,Investment,5,No,Website
C0951,Individual,Rachel,Chavez,12-15-1997,F,Mexico,Nuevo Leon,Home,1,Yes,Client
C0952,Individual,Ann,Martin,03-09-1959,F,USA,Oregon,Home,5,No,Website
C0953,Company,Helios,Co,12-22-1994,M,USA,Washington,Home,5,Yes,Website
C0954,Individual,Michael,Evans,08-04-1950,M,France,Brittany,Investment,4,Yes,Agency
C0955,Individual,Megan,Garcia,11-01-1969,F,USA,California,Home,1,No,Website
C0956,Individual,Donald,Jackson,10-03-1966,M,USA,California,Home,1,Yes,Website
C0957,Company,Crestwood,Co,12-21-1960,M,USA,Oregon,Home,2,Yes,Client
C0958,Individual,Betty,Rogers,11-07-1991,F,USA,Nevada,Home,1,Yes,Website
C0959,Individual,Carl,Hayes,12-13-1951,M,USA,California,Home,3,No,Agency
C0960,Individual,Linda,Bennett,01-04-1960,F,USA,Arizona,Investment,1,Yes,Client
C0961,Individual,Brandon,Morales,03-08-1974,M,UK,Wales,Home,2,Yes,Website
C0962,Individual,Nicholas,Hansen,12-18-1939,M,USA,California,Home,4,No,Website
C0963,Individual,James,Davis,09-08-1941,M,Canada,Alberta,Home,4,No,Agency
C0964,Individual,Elizabeth,Hall,12-19-1952,F,USA,California,Home,4,No,Website
C0965,Individual,Lauren,Adams,12-26-1960,F,USA,New York,Investment,3,No,Website
C0966,Company,Corvus,Co,11-10-1995,M,USA,California,Investment,3,No,Website
C0967,Individual,Jennifer,Moore,12-20-1958,F,USA,California,Home,2,No,Agency
C0968,Individual,Julie,Hansen,12-21-1994,F,USA,Arizona,Home,4,No,Website
C0969,Individual,Amber,Ward,12-27-1975,F,Russia,Tatarstan,Investment,1,Yes,Agency
C0970,Individual,Peter,Johnson,01-12-1986,M,Denmark,North Denmark,Home,3,Yes,Website
C0971,Individual,Cynthia,Mitchell,02-06-1969,F,USA,Colorado,Investment,5,Yes,Website
C0972,Individual,Sandra,Evans,12-16-1963,F,USA,Arizona,Home,5,No,Agency
C0973,Individual,Charles,Stone,03-12-1992,M,USA,California,Investment,2,No,Client
C0974,Individual,Michael,Hansen,12-22-1960,M,USA,New York,Home,1,No,Agency
C0975,Individual,Gregory,Reyes,09-07-1946,M,USA,Utah,Home,4,No,Website
C0976,Individual,Ryan,Miller,12-18-1982,M,USA,California,Home,4,Yes,Website
C0977,Individual,Ryan,James,07-04-1996,M,USA,California,Home,1,No,Agency
C0978,Individual,Lauren,Brown,11-11-1963,F,USA,California,Home,4,Yes,Website
C0979,Individual,Madison,Roberts,12-25-1939,F,Canada,Quebec,Investment,4,No,Website
C0980,Individual,Daniel,Davis,12-13-1941,M,USA,New York,Investment,1,Yes,Website
C0981,Individual,Jessica,Stewart,12-14-1960,F,USA,California,Investment,1,No,Website
C0982,Individual,Joyce,Jackson,08-07-1961,F,Canada,Manitoba,Investment,5,Yes,Agency
C0983,Individual,Brittany,Freeman,12-21-1993,F,Germany,North Rhine-Westphalia,Home,4,No,Website
C0984,Individual,Mark,Johnson,03-12-1962,M,Canada,British Columbia,Home,5,Yes,Agency
C0985,Individual,Ruth,Griffin,12-15-1953,F,USA,California,Home,1,Yes,Website
C0986,Individual,Jacqueline,Ward,12-18-1980,F,Russia,Saint Petersburg,Home,2,No,Website
C0987,Individual,Maria,Johnson,12-22-1966,F,Germany,North Rhine-Westphalia,Home,1,Yes,Agency
C0988,Individual,Douglas,Cooper,12-21-1987,M,USA,Texas,Home,3,Yes,Agency
C0989,Individual,Amber,Cook,12-19-1945,F,USA,Oregon,Home,4,No,Website
C0990,Individual,Carl,Carter,12-21-1941,M,USA,Utah,Home,4,No,Website
C0991,Individual,Heather,Adams,12-27-1974,F,USA,Nevada,Home,1,No,Website
C0992,Individual,Scott,Hughes,12-19-1987,M,Denmark,Capital Region,Home,1,Yes,Website
C0993,Individual,Ryan,Campbell,11-03-1954,M,USA,California,Home,2,Yes,Website
C0994,Individual,Michael,Moore,12-26-1975,M,USA,California,Home,3,No,Website
C0995,Individual,Amanda,Kim,12-14-1948,F,Australia,New South Wales,Home,1,Yes,Website
C0996,Individual,Terry,Howard,11-06-1956,M,Canada,Manitoba,Home,2,Yes,Client
C0997,Individual,Terry,Collins,11-03-1950,M,USA,California,Investment,3,Yes,Agency
C0998,Company,Grandis,Co,06-05-1969,F,USA,Virginia,Home,4,No,Agency
C0999,Individual,Jacqueline,Cox,12-15-1968,F,USA,California,Investment,3,No,Agency
C1000,Individual,Judith,Parker,12-21-1962,F,USA,Utah,Home,2,Yes,Website
C1001,Individual,Aaron,Nelson,12-13-1980,M,USA,California,Home,3,No,Website
C1002,Individual,Scott,Hughes,08-06-1967,M,USA,California,Home,5,No,Website
C1003,Individual,Lauren,Bennett,11-08-1977,F,USA,Nevada,Home,2,No,Website
C1004,Individual,Alexander,Anderson,12-17-1981,M,USA,Oregon,Home,3,Yes,Website
C1005,Individual,Barbara,Chavez,07-06-1988,F,Germany,Hamburg,Home,3,No,Client
C1006,Individual,Stephanie,Weaver,12-24-1991,F,USA,Georgia,Home,1,No,Website
C1007,Individual,Joyce,Brooks,12-25-1947,F,UK,England,Home,4,No,Agency
C1008,Company,Sterling,Co,02-10-1987,M,USA,California,Home,2,No,Website
C1009,Individual,Evelyn,Bell,11-02-1950,F,USA,Nevada,Investment,4,Yes,Agency
C1010,Individual,Dennis,Moore,10-03-1964,M,Mexico,Jalisco,Home,4,No,Website
C1011,Individual,Virginia,Brooks,12-18-1951,F,USA,California,Investment,1,No,Website
C1012,Individual,Raymond,Morales,12-20-1959,M,USA,New York,Home,4,Yes,Website
C1013,Individual,Stephanie,Patterson,12-19-1993,F,USA,Oregon,Home,1,Yes,Website
C1014,Individual,David,Weaver,06-01-1969,M,USA,California,Home,3,Yes,Website
C1015,Individual,Kyle,Davis,01-09-1977,M,USA,California,Home,4,Yes,Website
C1016,Individual,Andrea,Wilson,05-04-1976,F,USA,California,Home,4,Yes,Agency
C1017,Individual,Megan,Baker,12-22-1967,F,USA,California,Home,1,Yes,Agency
C1018,Individual,Tiffany,Turner,12-19-1966,F,USA,Colorado,Home,5,Yes,Client
C1019,Individual,Carolyn,Stewart,12-27-1974,F,USA,Nevada,Home,2,No,Client
C1020,Individual,Deborah,Morales,12-23-1993,F,USA,California,Home,3,No,Agency
C1021,Individual,Jeffrey,Bryant,04-09-1974,M,USA,California,Investment,1,No,Client
C1022,Individual,Christina,King,12-17-1983,F,USA,Colorado,Home,1,No,Agency
C1023,Individual,Heather,Bell,12-28-1952,F,USA,Nevada,Home,1,Yes,Website
C1024,Individual,Gregory,Long,03-08-1969,M,USA,Arizona,Investment,2,No,Agency
C1025,Individual,Michelle,King,12-20-1946,F,USA,California,Home,1,No,Client
C1026,Individual,Robert,Parker,12-08-1991,M,USA,California,Investment,1,No,Agency
C1027,Individual,Gerald,White,10-12-1976,M,USA,California,Investment,1,Yes,Client
C1028,Individual,Nicholas,Cox,07-04-1942,M,USA,California,Home,1,Yes,Website
C1029,Individual,Ryan,Jackson,06-11-1949,M,Australia,Victoria,Home,1,No,Agency
C1030,Individual,Christine,Owens,12-20-1959,F,USA,Ohio,Home,4,No,Website
C1031,Individual,Alexander,Reed,12-13-1988,M,UK,England,Home,1,No,Website
C1032,Individual,Larry,Freeman,03-01-1977,M,USA,Nevada,Home,5,No,Website
C1033,Individual,Eric,Jackson,12-21-1961,M,France,Ile-de-France,Home,2,No,Website
C1034,Individual,Andrea,Wilson,12-20-1978,F,USA,Colorado,Home,5,No,Client
C1035,Individual,Jacob,Williams,10-02-1961,M,USA,Virginia,Home,2,No,Website
C1036,Individual,Martha,Collins,12-13-1987,F,USA,Oregon,Home,2,No,Agency
C1037,Company,Corvus,Co,02-01-1970,M,Mexico,Baja California,Home,2,Yes,Website
C1038,Individual,Gerald,Gray,12-25-1958,M,USA,California,Investment,3,No,Website
C1039,Individual,Nicholas,Carter,12-17-1961,M,USA,California,Home,1,Yes,Agency
C1040,Individual,Joseph,Young,05-04-1940,M,USA,California,Investment,5,Yes,Website
C1041,Individual,Evelyn,Morris,07-12-1990,F,USA,Nevada,Home,5,Yes,Website
C1042,Individual,Rebecca,Parker,03-08-1945,F,USA,Nevada,Home,2,No,Agency
C1043,Individual,Carol,Griffin,12-14-1998,F,USA,Washington,Home,5,No,Website
C1044,Individual,Eric,Howard,12-15-1970,M,USA,Nevada,Investment,5,No,Website
C1045,Individual,Rebecca,Allen,01-04-1942,F,USA,New York,Home,3,No,Website
C1046,Individual,Maria,Wood,12-21-1968,F,Canada,Quebec,Home,4,Yes,Website
C1047,Individual,Ronald,Reyes,12-12-1984,M,USA,Virginia,Home,3,No,Website
C1048,Individual,Angela,Turner,12-27-1969,F,USA,Oregon,Investment,1,No,Agency
C1049,Individual,Tiffany,Sanders,05-11-1940,F,USA,California,Investment,5,No,Website
C1050,Individual,Tyler,Watson,03-10-1955,M,USA,Georgia,Home,4,Yes,Website
C1051,Individual,Cheryl,Hansen,12-19-1957,F,USA,Virginia,Home,1,Yes,Agency
C1052,Individual,Kimberly,Parker,12-24-1952,F,USA,Utah,Home,1,Yes,Agency
C1053,Individual,Adam,Kim,10-11-1974,M,Mexico,Nuevo Leon,Home,2,Yes,Website
C1054,Individual,Edward,Foster,04-09-1989,M,USA,Arizona,Home,2,Yes,Website
C1055,Individual,Jonathan,Bennett,12-20-1971,M,USA,New York,Investment,2,Yes,Website
C1056,Individual,Larry,Wilson,12-19-1978,M,USA,Colorado,Home,1,Yes,Website
C1057,Individual,Jesse,Garcia,12-17-1993,M,USA,Nevada,Investment,5,No,Website
C1058,Individual,Rachel,Weaver,12-06-1973,F,Germany,Bavaria,Home,3,Yes,Website
C1059,Individual,Danielle,Davis,12-26-1977,F,USA,California,Home,4,No,Website
C1060,Individual,Christian,Evans,12-25-1939,M,USA,Nevada,Home,5,No,Agency
C1061,Individual,Stephanie,Smith,01-06-1960,F,UK,Scotland,Home,1,No,Website
C1062,Individual,Billy,Foster,12-20-1974,M,USA,California,Home,4,No,Agency
C1063,Individual,Nicole,Weaver,05-12-1988,F,USA,New York,Investment,5,Yes,Website
C1064,Individual,Brandon,Pierce,06-08-1945,M,USA,California,Home,5,Yes,Website
C1065,Individual,Mark,Reyes,06-01-1955,M,USA,Georgia,Home,3,Yes,Client
C1066,Individual,Ashley,Moore,12-21-1940,F,Australia,Victoria,Home,1,No,Website
C1067,Individual,Samuel,Howard,12-24-1941,M,Mexico,Jalisco,Investment,4,No,Agency
C1068,Individual,Kathleen,Carter,10-02-1984,F,USA,California,Home,3,No,Agency
C1069,Individual,Lawrence,Cox,12-13-1991,M,USA,Virginia,Home,3,Yes,Agency
C1070,Individual,Virginia,Rogers,12-26-1950,F,Germany,Bavaria,Home,5,No,Agency
C1071,Individual,Aaron,Johnson,11-08-1966,M,USA,Texas,Home,2,No,Agency
C1072,Individual,Kimberly,Jones,10-06-1962,F,USA,Utah,Home,3,No,Agency
C1073,Individual,Carl,Collins,02-07-1955,M,USA,California,Investment,2,No,Website
C1074,Individual,George,Foster,10-07-1954,M,UK,Northern Ireland,Home,1,No,Website
C1075,Individual,Carolyn,Watson,12-17-1974,F,Mexico,Baja California,Home,3,No,Website
C1076,Individual,Betty,Thompson,12-28-1979,F,USA,Florida,Investment,3,No,Agency
C1077,Individual,Peter,Griffin,07-03-1982,M,USA,Texas,Investment,2,No,Agency
C1078,Individual,Joshua,Howard,12-22-1939,M,USA,Ohio,Home,1,No,Agency
C1079,Individual,Steven,Hayes,12-19-1958,M,USA,California,Investment,4,Yes,Website
C1080,Individual,Hannah,Stewart,06-10-1956,F,UK,England,Investment,4,No,Agency
C1081,Company,Meridian,Co,08-09-1974,M,Russia,Novosibirsk,Home,4,Yes,Agency
C1082,Individual,Patricia,Martin,04-02-1993,F,USA,Oregon,Investment,5,Yes,Website
C1083,Individual,Pamela,Jackson,06-10-1950,F,USA,Colorado,Investment,4,No,Agency
C1084,Individual,Sarah,Hansen,12-27-1988,F,France,Ile-de-France,Home,4,No,Agency
C1085,Individual,Sarah,Flores,12-18-1946,F,Australia,Queensland,Investment,1,No,Client
C1086,Individual,Timothy,Montgomery,01-03-1956,M,USA,Colorado,Home,1,Yes,Website
C1087,Individual,Matthew,Owens,03-01-1984,M,USA,Colorado,Home,3,No,Website
C1088,Individual,Nicholas,Stewart,12-26-1997,M,USA,Utah,Home,4,Yes,Agency
C1089,Individual,Madison,Ward,12-17-1961,F,USA,Utah,Home,1,Yes,Website
C1090,Individual,Laura,Moore,07-09-1962,F,Canada,Alberta,Home,3,Yes,Client
C1091,Individual,Arthur,Phillips,12-21-1983,M,USA,Nevada,Home,1,Yes,Agency
C1092,Individual,Terry,Adams,12-24-1995,M,USA,Oregon,Investment,2,No,Website
C1093,Individual,Adam,Allen,12-13-1979,M,USA,Oregon,Home,1,Yes,Website
C1094,Individual,Sarah,Cook,12-02-1960,F,USA,Washington,Home,2,Yes,Website
C1095,Individual,Cynthia,Howard,12-26-1939,F,USA,California,Home,3,No,Agency
C1096,Individual,Grace,Edwards,12-20-1964,F,USA,New York,Home,2,No,Client
C1097,Individual,Teresa,Pierce,12-16-1961,F,Canada,Alberta,Home,3,Yes,Agency
C1098,Individual,Paul,Young,12-24-1975,M,USA,California,Investment,3,No,Client
C1099,Individual,Joan,Scott,12-26-1971,F,USA,Colorado,Home,3,No,Agency
C1100,Individual,Frank,Thomas,12-14-1939,M,Russia,Novosibirsk,Home,1,No,Website
C1101,Individual,Matthew,King,03-01-1964,M,Belgium,Flanders,Home,5,No,Website
C1102,Company,Harmon,Co,06-05-1960,M,Germany,Berlin,Home,2,No,Agency
C1103,Individual,Jose,Johnson,12-27-1960,M,Belgium,Wallonia,Home,4,No,Agency
C1104,Individual,Christian,Weaver,12-15-1997,M,USA,Utah,Investment,5,Yes,Website
C1105,Individual,Roger,Ward,12-14-1939,M,USA,Nevada,Home,3,Yes,Website
C1106,Individual,Sean,Martin,12-16-1981,M,USA,California,Home,1,No,Agency
C1107,Individual,Frank,Hayes,12-15-1947,M,Canada,British Columbia,Home,1,No,Website
C1108,Individual,Helen,Ward,12-01-1994,F,Australia,South Australia,Home,4,No,Website
C1109,Individual,Rebecca,Anderson,05-09-1967,F,USA,California,Home,1,Yes,Client
C1110,Individual,Harold,Watson,12-05-1977,M,USA,New York,Home,5,Yes,Website
C1111,Company,Corvus,Co,12-23-1966,M,USA,California,Home,4,Yes,Website
C1112,Individual,Donald,Green,05-01-1982,M,USA,Nevada,Investment,3,Yes,Website
C1113,Individual,Brenda,Martin,12-18-1973,F,USA,Texas,Investment,2,No,Client
C1114,Individual,Cheryl,Wood,04-02-1992,F,USA,California,Home,3,No,Website
C1115,Individual,Joseph,Bell,12-24-1972,M,USA,Colorado,Home,3,Yes,Agency
C1116,Individual,Angela,Freeman,12-17-1990,F,USA,California,Home,1,Yes,Agency
C1117,Individual,Rebecca,Patterson,12-23-1954,F,Mexico,Mexico City,Home,5,Yes,Website
C1118,Company,Caldera,Co,12-26-1968,M,UK,Scotland,Investment,2,Yes,Website
C1119,Individual,Larry,Green,12-14-1940,M,USA,Oregon,Home,1,Yes,Website
C1120,Individual,Kathleen,Carter,12-16-1978,F,USA,Arizona,Home,1,No,Website
C1121,Individual,Carolyn,Gray,02-06-1985,F,USA,California,Home,1,No,Client
C1122,Individual,Judith,Evans,04-10-1942,F,USA,California,Home,4,No,Website
C1123,Individual,Robert,Pierce,11-03-1951,M,USA,Virginia,Home,5,No,Agency
C1124,Individual,Sharon,Murray,04-02-1976,F,USA,Oregon,Investment,5,Yes,Website
C1125,Individual,Ronald,Price,03-02-1941,M,USA,Oregon,Home,3,No,Agency
C1126,Company,Elara,Co,12-16-1982,M,USA,Virginia,Home,1,Yes,Website
C1127,Individual,Ann,Cooper,12-15-1942,F,UK,England,Investment,1,No,Website
C1128,Individual,Brian,Montgomery,05-12-1983,M,USA,California,Investment,1,No,Website
C1129,Individual,Martha,Hansen,03-09-1945,F,USA,Colorado,Investment,5,No,Agency
C1130,Individual,Tiffany,Parker,01-03-1987,F,USA,Arizona,Home,5,No,Website
C1131,Individual,Cheryl,Kim,12-28-1983,F,USA,California,Investment,3,No,Website
C1132,Individual,Terry,Roberts,12-21-1981,M,USA,New York,Home,2,Yes,Website
C1133,Individual,Jason,Hansen,12-21-1992,M,USA,Oregon,Investment,3,No,Website
C1134,Individual,Dorothy,Bennett,10-10-1943,F,USA,California,Investment,1,No,Website
C1135,Individual,Melissa,Phillips,12-22-1998,F,Russia,Moscow Oblast,Investment,5,Yes,Client
C1136,Individual,Shirley,Weaver,12-27-1964,F,USA,California,Home,3,Yes,Agency
C1137,Individual,Carol,Price,12-24-1985,F,USA,Nevada,Home,4,Yes,Agency
C1138,Individual,George,Green,12-24-1963,M,USA,Oregon,Home,1,No,Website
C1139,Individual,Tiffany,Green,03-03-1996,F,USA,California,Home,4,Yes,Client
C1140,Individual,Billy,Jackson,01-07-1976,M,USA,Florida,Home,1,Yes,Website
C1141,Individual,Kimberly,Montgomery,12-26-1999,F,USA,Arizona,Investment,3,No,Website
C1142,Individual,Julia,Hughes,10-03-1948,F,USA,Colorado,Home,2,Yes,Agency
C1143,Individual,Michael,Garcia,10-09-1994,M,USA,Arizona,Home,2,Yes,Website
C1144,Individual,Diane,Young,10-11-1978,F,USA,Georgia,Investment,4,No,Client
C1145,Individual,Ethan,King,04-04-1993,M,USA,Nevada,Home,5,No,Website
C1146,Individual,Richard,Weaver,12-14-1990,M,USA,California,Investment,2,No,Website
C1147,Individual,Brittany,Edwards,09-02-1978,F,USA,Utah,Home,3,No,Website
C1148,Individual,Joshua,Rogers,12-15-1990,M,Australia,New South Wales,Home,1,Yes,Agency
C1149,Individual,Kimberly,Thomas,06-03-1980,F,Russia,Tatarstan,Home,3,No,Agency
C1150,Individual,Tiffany,Cook,08-11-1992,F,USA,Nevada,Investment,4,No,Agency
C1151,Individual,Tyler,Anderson,12-14-1962,M,USA,Arizona,Investment,2,No,Website
C1152,Individual,Jason,Williams,12-16-1976,M,USA,Georgia,Home,1,No,Website
C1153,Individual,Scott,Sanders,12-14-1990,M,USA,California,Home,1,No,Website
C1154,Individual,Jerry,Brown,12-07-1956,M,USA,Utah,Home,5,Yes,Agency
C1155,Individual,William,Young,03-03-1977,M,USA,California,Home,5,No,Website
C1156,Individual,Dorothy,Kim,12-16-1955,F,USA,Virginia,Home,4,No,Agency
C1157,Individual,Kenneth,Davis,02-11-1944,M,Canada,Alberta,Investment,2,No,Website
C1158,Individual,Joan,Pierce,12-19-1954,F,USA,California,Investment,2,No,Website
C1159,Individual,Gerald,Howard,12-24-1939,M,USA,Nevada,Investment,1,Yes,Website
C1160,Individual,Walter,Griffin,12-21-1979,M,USA,Florida,Home,2,Yes,Website
C1161,Individual,Stephen,White,12-02-1994,M,Canada,Alberta,Investment,3,Yes,Website
C1162,Individual,Charles,Nelson,12-25-1961,M,USA,California,Investment,2,No,Website
C1163,Individual,Noah,Morales,12-26-1997,M,USA,California,Home,3,Yes,Website
C1164,Individual,Emma,Watson,11-04-1968,F,Belgium,Wallonia,Home,3,Yes,Agency
C1165,Individual,Victoria,Alexander,12-26-1993,F,Russia,Moscow Oblast,Home,1,No,Website
C1166,Individual,Scott,Hall,12-15-1990,M,USA,New York,Investment,1,No,Website
C1167,Individual,Kevin,Alexander,12-20-1966,M,UK,Scotland,Home,3,No,Website
C1168,Individual,Brittany,Reyes,12-25-1997,F,Germany,Hamburg,Home,2,Yes,Agency
C1169,Individual,Noah,Bryant,05-01-1994,M,Russia,Saint Petersburg,Home,5,Yes,Agency
C1170,Individual,Amanda,Collins,09-02-1990,F,USA,Nevada,Home,1,Yes,Website
C1171,Individual,Anna,Patterson,12-21-1983,F,USA,California,Investment,4,Yes,Website
C1172,Individual,Victoria,Freeman,05-11-1942,F,USA,Nevada,Home,5,No,Website
C1173,Individual,Cheryl,Price,02-11-1984,F,Canada,Manitoba,Investment,1,No,Website
C1174,Individual,Kenneth,White,06-07-1982,M,USA,Nevada,Home,2,No,Agency
C1175,Individual,Evelyn,Long,12-27-1958,F,USA,California,Home,2,No,Website
C1176,Individual,Lauren,Baker,03-06-1975,F,USA,California,Investment,4,Yes,Agency
C1177,Individual,Larry,Sanders,05-09-1998,M,USA,California,Investment,2,No,Agency
C1178,Individual,Jessica,Richardson,12-16-1949,F,USA,California,Home,1,No,Agency
C1179,Individual,Melissa,Anderson,09-02-1991,F,USA,California,Home,4,No,Agency
C1180,Individual,Deborah,Miller,11-07-1995,F,Belgium,Brussels,Home,2,Yes,Website
C1181,Individual,Judith,Hansen,12-23-1955,F,USA,Nevada,Investment,5,No,Website
C1182,Individual,Christopher,Murray,11-03-1961,M,Germany,Bavaria,Investment,3,Yes,Website
C1183,Individual,Carl,Rogers,12-14-1992,M,USA,Arizona,Investment,1,No,Website
C1184,Individual,David,Nelson,12-14-1952,M,France,Ile-de-France,Home,2,No,Website
C1185,Individual,Ronald,Peterson,12-27-1999,M,USA,California,Home,3,No,Website
C1186,Individual,Victoria,Bennett,12-27-1977,F,USA,Nevada,Home,3,Yes,Website
C1187,Individual,Melissa,Pierce,12-18-1961,F,USA,Nevada,Home,4,No,Website
C1188,Individual,Matthew,White,01-11-1995,M,Canada,Alberta,Home,1,No,Client
C1189,Individual,Peter,Alexander,12-22-1962,M,USA,Florida,Home,2,Yes,Client
C1190,Individual,Sandra,Baker,04-08-1946,F,USA,Texas,Home,4,No,Client
C1191,Individual,Mary,Cox,12-17-1949,F,USA,California,Investment,3,No,Website
C1192,Individual,Adam,Jones,05-01-2000,M,USA,Florida,Home,5,No,Website
C1193,Individual,Amy,Owens,12-20-1974,F,UK,England,Home,1,No,Website
C1194,Individual,Melissa,Brooks,12-17-1942,F,USA,Colorado,Home,1,No,Website
C1195,Individual,Anna,Pierce,07-06-1990,F,USA,California,Home,4,Yes,Agency
C1196,Individual,William,Freeman,03-09-1955,M,USA,Nevada,Home,2,No,Agency
C1197,Individual,Deborah,Roberts,10-04-1959,F,USA,Arizona,Home,4,No,Website
C1198,Individual,Lisa,Young,12-21-1959,F,USA,New York,Home,1,No,Agency
C1199,Individual,Justin,Campbell,03-03-1943,M,USA,Colorado,Home,2,No,Website
C1200,Individual,Henry,Taylor,03-11-1969,M,USA,Utah,Home,4,No,Agency
C1201,Individual,Timothy,Stewart,12-22-1999,M,USA,Oregon,Investment,1,Yes,Website
C1202,Company,Telnox,Co,09-05-1985,M,Canada,Quebec,Investment,5,Yes,Website
C1203,Individual,Ashley,Green,12-18-1961,F,USA,Arizona,Home,2,Yes,Website
C1204,Individual,William,Reed,03-04-1992,M,Mexico,Puebla,Investment,2,Yes,Website
C1205,Individual,Patrick,Pierce,12-15-1958,M,Belgium,Flanders,Home,4,No,Website
C1206,Individual,Melissa,Baker,09-12-1957,F,USA,California,Investment,5,No,Website
C1207,Individual,Lauren,Price,12-24-1972,F,USA,Texas,Home,5,Yes,Agency
C1208,Individual,Noah,Ward,12-27-1976,M,USA,Colorado,Home,1,No,Website
C1209,Individual,Tiffany,Kim,01-07-1978,F,USA,California,Home,4,Yes,Website
C1210,Individual,Dennis,Cox,04-06-1991,M,USA,California,Investment,1,No,Website
C1211,Individual,Kathleen,Owens,10-07-1996,F,Canada,British Columbia,Home,5,Yes,Website
C1212,Individual,Lawrence,Gray,11-07-1957,M,USA,California,Home,1,No,Agency
C1213,Individual,Ruth,Martin,06-08-1993,F,Canada,Manitoba,Home,5,No,Website
C1214,Individual,Jennifer,Peterson,10-08-2000,F,USA,Florida,Home,1,No,Agency
C1215,Individual,Charles,Patterson,12-24-1993,M,USA,California,Home,3,No,Website
C1216,Individual,Martha,Jordan,10-07-1997,F,France,Normandy,Home,4,No,Website
C1217,Individual,William,Carter,05-01-1997,M,USA,California,Investment,4,Yes,Website
C1218,Individual,Teresa,Smith,12-28-1940,F,USA,California,Home,1,Yes,Website
C1219,Individual,Danielle,Howard,06-12-1983,F,USA,Arizona,Home,1,Yes,Website
C1220,Individual,Christina,Martin,08-09-1967,F,USA,Colorado,Investment,4,Yes,Website
C1221,Individual,Cynthia,Thomas,12-23-1983,F,USA,Nevada,Investment,2,No,Agency
C1222,Individual,Christopher,Taylor,07-01-1969,M,USA,Utah,Home,4,No,Website
C1223,Individual,Sharon,Stone,12-17-1951,F,USA,Washington,Home,4,No,Website
C1224,Individual,Paul,Carter,12-13-1941,M,USA,New York,Investment,5,Yes,Client
C1225,Individual,Larry,James,10-11-1990,M,USA,Oregon,Home,2,No,Website
C1226,Individual,Michael,Sanders,01-05-1989,M,USA,Utah,Home,4,No,Website
C1227,Individual,Alexander,Reyes,12-13-1986,M,USA,Colorado,Home,3,Yes,Agency
C1228,Individual,Joseph,Howard,07-07-1954,M,USA,California,Home,2,No,Website
C1229,Individual,Madison,Reyes,02-11-1994,F,UK,Scotland,Home,1,Yes,Website
C1230,Individual,Lawrence,Parker,12-18-1984,M,USA,California,Home,5,No,Client
C1231,Individual,Betty,Carter,09-12-1954,F,USA,California,Home,2,No,Agency
C1232,Individual,Mary,Jackson,12-23-1988,F,Canada,British Columbia,Home,3,No,Website
C1233,Individual,Brian,Scott,05-08-1979,M,USA,Utah,Home,4,No,Website
C1234,Individual,Karen,King,12-20-1956,F,USA,Colorado,Investment,1,No,Website
C1235,Individual,Michael,Morales,12-27-1956,M,USA,Arizona,Home,2,No,Website
C1236,Individual,Brandon,Cook,12-24-1971,M,USA,Arizona,Home,4,Yes,Website
C1237,Individual,Helen,Cook,12-25-1942,F,UK,Wales,Investment,4,Yes,Website
C1238,Individual,Joshua,Bennett,12-22-1945,M,USA,Nevada,Home,1,Yes,Agency
C1239,Individual,Catherine,Adams,07-02-1953,F,USA,Oregon,Home,3,No,Agency
C1240,Individual,Gloria,Wright,12-11-1984,F,USA,Nevada,Investment,4,Yes,Website
C1241,Individual,Danielle,Martin,12-19-1972,F,USA,California,Home,1,No,Agency
C1242,Individual,Gerald,Collins,12-22-1960,M,USA,California,Home,3,Yes,Website
C1243,Individual,Jeffrey,Edwards,04-10-1948,M,USA,Colorado,Home,1,No,Website
C1244,Individual,Joseph,Phillips,10-06-1992,M,USA,Utah,Investment,5,Yes,Website
C1245,Individual,Edward,Reyes,10-02-1963,M,USA,California,Home,3,Yes,Agency
C1246,Individual,Joyce,Jackson,10-05-1943,F,Canada,Alberta,Home,2,No,Agency
C1247,Individual,Judy,Moore,09-04-1957,F,USA,Nevada,Investment,2,No,Website
C1248,Individual,Sara,Scott,04-07-1976,F,USA,Arizona,Home,3,No,Agency
